"TOA5","25922","CR1000X","25922","CR1000X.Std.05.01","CPU:sap_flow.CR1X","24332","Stem_Water_Data"
"2022-05-04 03:20:00",54,39.52,30.79,2493,2128,323.478,3.002
"2022-05-04 03:40:00",55,38.68,30.86,2458,2131,323.243,3.002
"2022-05-04 04:00:00",56,38.54,30.77,2452,2127,323.357,3.001
"2022-05-04 04:20:00",57,38.61,30.82,2455,2129,322.928,3.002
"2022-05-04 04:40:00",58,38.37,30.77,2445,2127,323.354,3.002
"2022-05-04 05:00:00",59,38.06,30.53,2432,2117,323.412,3.001
"2022-05-04 05:20:00",60,-99,27.66,-99,1997,323.021,3.001
"2022-05-04 05:40:00",61,33.8,29,2254,2053,323.159,3.001
"2022-05-04 06:00:00",62,36.98,26.87,2387,1964,323.329,3.001
"2022-05-04 06:20:00",63,27.52,24.36,1991,1859,323.365,3.002
"2022-05-04 06:40:00",64,41.67,30.05,2583,2097,323.984,3.002
"2022-05-04 07:00:00",65,38.32,29.57,2443,2077,324.77,3.003
"2022-05-04 07:20:00",66,35.31,30.15,2317,2101,324.711,3.001
"2022-05-04 07:40:00",67,36.05,29.84,2348,2088,324.848,3.002
"2022-05-04 08:00:00",68,39.88,31.2,2508,2145,325.326,3.002
"2022-05-04 08:20:00",69,38.87,30.7,2466,2124,325.188,3.002
"2022-05-04 08:40:00",70,36.22,29.84,2355,2088,324.952,3.001
"2022-05-04 09:00:00",71,36.89,29,2383,2053,325.367,3.001
"2022-05-04 09:20:00",72,37.22,29.84,2397,2088,325.635,3.001
"2022-05-04 09:40:00",73,36.36,29.4,2361,2070,326.623,3.002
"2022-05-04 10:00:00",74,37.01,29.36,2388,2068,377.603,3.001
"2022-05-04 10:20:00",75,36.65,29.76,2373,2085,370.066,3.004
"2022-05-04 10:40:00",76,35.69,29.14,2333,2059,359.655,3.006
"2022-05-04 11:00:00",77,35.72,29.29,2334,2065,348.862,3.001
"2022-05-04 11:20:00",78,36.07,29.29,2349,2065,350.26,3.005
"2022-05-04 11:40:00",79,36.29,29.19,2358,2061,359.24,3.002
"2022-05-04 12:00:00",80,35.88,29.5,2341,2074,379.352,3.001
"2022-05-04 12:20:00",81,36.34,29.45,2360,2072,360.483,3.001
"2022-05-04 12:40:00",82,36.31,29.5,2359,2074,357.831,3.001
"2022-05-04 13:00:00",83,37.49,29.67,2408,2081,358.204,3.006
"2022-05-04 13:20:00",84,37.37,30.1,2403,2099,357.52,3.001
"2022-05-04 13:40:00",85,36.29,29.48,2358,2073,357.598,3.001
"2022-05-04 14:00:00",86,36.79,29.86,2379,2089,362.517,3.004
"2022-05-04 14:20:00",87,35.55,29.52,2327,2075,357.894,3.002
"2022-05-04 14:40:00",88,36.6,29.81,2371,2087,357.079,3.001
"2022-05-04 15:00:00",89,37.05,29.98,2390,2094,358.954,3.001
"2022-05-04 15:20:00",90,36.29,29.84,2358,2088,360.984,3.002
"2022-05-04 15:40:00",91,35.02,29.09,2305,2057,357.86,3.001
"2022-05-04 16:00:00",92,35.02,28.9,2305,2049,357.915,3.001
"2022-05-04 16:20:00",93,36.58,29.48,2370,2073,356.825,3.002
"2022-05-04 16:40:00",94,37.13,29.81,2393,2087,357.751,3.004
"2022-05-04 17:00:00",95,39.04,30.6,2473,2120,357.307,3.002
"2022-05-04 17:20:00",96,38.66,30.93,2457,2134,355.02,3.004
"2022-05-04 17:40:00",97,39.04,31.25,2473,2147,351.009,3.001
"2022-05-04 18:00:00",98,39.64,31.65,2498,2164,349.153,3.002
"2022-05-04 18:20:00",99,41.24,32.2,2565,2187,347.457,3.002
"2022-05-04 18:40:00",100,41.29,32.37,2567,2194,346.853,3.002
"2022-05-04 19:00:00",101,41.91,32.54,2593,2201,345.664,3.001
"2022-05-04 19:20:00",102,41.24,32.39,2565,2195,344.748,3.001
"2022-05-04 19:40:00",103,41.24,32.27,2565,2190,343.853,3.001
"2022-05-04 20:00:00",104,41.07,32.01,2558,2179,342.95,3.002
"2022-05-04 20:20:00",105,41.05,32.11,2557,2183,342.791,3.001
"2022-05-04 20:40:00",106,41.69,32.18,2584,2186,342.579,3.001
"2022-05-04 21:00:00",107,41.29,32.27,2567,2190,343.172,3.004
"2022-05-04 21:20:00",108,41.76,32.37,2587,2194,342.139,3.001
"2022-05-04 21:40:00",109,39.85,31.56,2507,2160,342.358,3.005
"2022-05-04 22:00:00",110,40.23,31.46,2523,2156,340.936,3.002
"2022-05-04 22:20:00",111,39.88,31.8,2508,2170,340.73,3.002
"2022-05-04 22:40:00",112,39.88,31.32,2508,2150,340.769,3.002
"2022-05-04 23:00:00",113,39.64,30.91,2498,2133,340.265,3.002
"2022-05-04 23:20:00",114,39.56,30.84,2495,2130,340.694,3.001
"2022-05-04 23:40:00",115,39.33,30.67,2485,2123,340.235,3.002
"2022-05-05 00:00:00",116,38.97,30.53,2470,2117,340.028,3.002
"2022-05-05 00:20:00",117,39.52,30.58,2493,2119,340.493,3.002
"2022-05-05 00:40:00",118,39.21,30.82,2480,2129,340.46,3.003
"2022-05-05 01:00:00",119,38.9,30.46,2467,2114,339.606,3.002
"2022-05-05 01:20:00",120,39.42,30.6,2489,2120,339.062,3.002
"2022-05-05 01:40:00",121,39.11,30.48,2476,2115,339.05,3.001
"2022-05-05 02:00:00",122,39.21,30.67,2480,2123,338.712,3.002
"2022-05-05 02:20:00",123,39.45,30.84,2490,2130,339.128,3.003
"2022-05-05 02:40:00",124,39.47,30.74,2491,2126,338.435,3.002
"2022-05-05 03:00:00",125,39.45,30.7,2490,2124,338.189,3.001
"2022-05-05 03:20:00",126,39.76,30.82,2503,2129,338.198,3.001
"2022-05-05 03:40:00",127,39.54,30.77,2494,2127,337.878,3.002
"2022-05-05 04:00:00",128,39.18,30.62,2479,2121,337.63,3.002
"2022-05-05 04:20:00",129,39.42,30.91,2489,2133,338.117,3.001
"2022-05-05 04:40:00",130,39.56,30.79,2495,2128,338.079,3.002
"2022-05-05 05:00:00",131,39.13,30.67,2477,2123,337.296,3.001
"2022-05-05 05:20:00",132,-99,28.16,-99,2018,339.341,3.001
"2022-05-05 05:40:00",133,34.62,26.51,2288,1949,341.212,3.002
"2022-05-05 06:00:00",134,30.6,24.84,2120,1879,343.679,3.002
"2022-05-05 06:20:00",135,-99,21.68,-99,1747,347.147,3.001
"2022-05-05 06:40:00",136,36.58,27.21,2370,1978,351.819,3.002
"2022-05-05 07:00:00",137,35.84,28.78,2339,2044,355.598,3.001
"2022-05-05 07:20:00",138,35.14,29.36,2310,2068,361.893,3.002
"2022-05-05 07:40:00",139,36.67,29.74,2374,2084,361.769,3.005
"2022-05-05 08:00:00",140,38.94,31.05,2469,2139,362.025,3.002
"2022-05-05 08:20:00",141,38.03,30.77,2431,2127,366.879,3.006
"2022-05-05 08:40:00",142,36.58,30.48,2370,2115,367.057,3.006
"2022-05-05 09:00:00",143,36.77,30.15,2378,2101,382.027,3.006
"2022-05-05 09:20:00",144,36.31,29.93,2359,2092,352.636,3.005
"2022-05-05 09:40:00",145,35.05,29.6,2306,2078,361.375,3.005
"2022-05-05 10:00:00",146,35.24,29.6,2314,2078,350.985,3.005
"2022-05-05 10:20:00",147,35.64,29.67,2331,2081,375.359,3.002
"2022-05-05 10:40:00",148,35.64,29.84,2331,2088,352.735,3.002
"2022-05-05 11:00:00",149,35.09,30.1,2308,2099,349.967,3.001
"2022-05-05 11:20:00",150,34.5,29.38,2283,2069,348.714,3.001
"2022-05-05 11:40:00",151,35.55,30,2327,2095,362.867,3.005
